@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary {'Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 30\nSize of the tree: 59\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumPredictionLeaves numeric
@attribute measureNodesExpanded numeric
@attribute measureExamplesProcessed numeric
@attribute measureOutOfBagError numeric
@attribute measureNumRules numeric

@data

heart,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.27044,0.452665,54.370972,90.728943,29.906577,2168.294527,-2138.38795,0.996886,72.276484,-71.279598,14.110904,0.470363,1417.327628,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.774554,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.774554,0.004,0,0.003206,0.0001,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,?,?,?,?,17
heart,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,20,10,0,66.666667,33.333333,0,0.336283,0.350838,0.550385,70.534616,110.315134,29.906577,5390.004693,-5360.098115,0.996886,179.666823,-178.669937,9.110339,0.303678,915.060841,0.625,10,0.285714,4,0.714286,10,0.375,6,0.714286,0.625,0.666667,0.640625,0.666667,0.327381,0.672619,0.333333,0.672619,0.666667,0.666667,0.640625,0.004,0,0.003126,0.000106,12531,40040,6623,'Number of leaves: 25\nSize of the tree: 49\n',49,25,?,?,?,?,25
heart,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,22,7,0,75.862069,24.137931,0,0.515513,0.258594,0.485988,52.118094,97.679269,28.793911,5380.529338,-5351.735427,0.992893,185.535494,-184.542601,14.006351,0.482978,1406.205952,0.75,12,0.230769,3,0.769231,10,0.25,4,0.8,0.75,0.774194,0.663462,0.758621,0.23939,0.76061,0.241379,0.761576,0.758621,0.759197,0.663462,0.004,0,0.003105,0.000099,12892,40181,6482,'Number of leaves: 26\nSize of the tree: 51\n',51,26,?,?,?,?,26
heart,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,18,11,0,62.068966,37.931034,0,0.227603,0.387493,0.574073,78.097038,115.383649,28.793911,4321.307171,-4292.51326,0.992893,149.010592,-148.017699,6.378934,0.219963,640.430516,0.6875,11,0.461538,6,0.538462,7,0.3125,5,0.647059,0.6875,0.666667,0.646635,0.62069,0.394728,0.605272,0.37931,0.618492,0.62069,0.618851,0.646635,0.003,0,0.003002,0.000098,10365,40181,6482,'Number of leaves: 19\nSize of the tree: 37\n',37,19,?,?,?,?,19
heart,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,26,3,0,89.655172,10.344828,0,0.789346,0.174909,0.319823,35.251937,64.281565,28.793911,1084.071012,-1055.277101,0.992893,37.381759,-36.388866,19.479101,0.671693,1955.657707,0.9375,15,0.153846,2,0.846154,11,0.0625,1,0.882353,0.9375,0.909091,0.877404,0.896552,0.112898,0.887102,0.103448,0.897735,0.896552,0.89605,0.877404,0.003,0,0.002976,0.000092,10004,40181,6482,'Number of leaves: 18\nSize of the tree: 35\n',35,18,?,?,?,?,18
heart,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.537445,0.244484,0.41987,49.152549,84.155797,29.906577,1093.961498,-1064.054921,0.996886,36.465383,-35.468497,15.443768,0.514792,1551.203154,0.6875,11,0.142857,2,0.857143,12,0.3125,5,0.846154,0.6875,0.758621,0.845982,0.766667,0.222024,0.777976,0.233333,0.780694,0.766667,0.765888,0.845982,0.003,0.001,0.00338,0.000144,11448,40040,6623,'Number of leaves: 22\nSize of the tree: 43\n',43,22,?,?,?,?,22
heart,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.174944,0.346306,35.171786,69.411115,29.906577,1087.787502,-1057.880925,0.996886,36.259583,-35.262697,19.937397,0.66458,2002.552281,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.877232,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.877232,0.004,0,0.003849,0.000114,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,?,?,?,?,19
heart,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.454545,0.283162,0.457812,56.928649,91.760631,29.906577,1098.305711,-1068.399134,0.996886,36.61019,-35.613304,13.157009,0.438567,1321.516442,0.875,14,0.428571,6,0.571429,8,0.125,2,0.7,0.875,0.777778,0.810268,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.810268,0.003,0.001,0.002998,0.000095,10004,40040,6623,'Number of leaves: 18\nSize of the tree: 35\n',35,18,?,?,?,?,18
heart,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,24,6,0,80,20,0,0.594595,0.228083,0.437088,45.855169,87.606868,29.906577,3235.399582,-3205.493004,0.996886,107.846653,-106.849767,16.56177,0.552059,1663.497487,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.790179,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.790179,0.003,0,0.002806,0.000104,12531,40040,6623,'Number of leaves: 25\nSize of the tree: 49\n',49,25,?,?,?,?,25
heart,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.464286,0.303179,0.506936,60.952938,101.606614,29.906577,5383.355035,-5353.448458,0.996886,179.445168,-178.448282,12.165582,0.405519,1221.935515,0.75,12,0.285714,4,0.714286,10,0.25,4,0.75,0.75,0.75,0.662946,0.733333,0.269048,0.730952,0.266667,0.733333,0.733333,0.733333,0.662946,0.003,0,0.002632,0.00011,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,?,?,?,?,21
heart,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,24,6,0,80,20,0,0.598214,0.233185,0.426558,46.881039,85.49628,29.906577,2164.50644,-2134.599863,0.996886,72.150215,-71.153329,16.337485,0.544583,1640.969882,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.796875,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.796875,0.003,0,0.002807,0.000099,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,?,?,?,?,19
heart,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,27,3,0,90,10,0,0.8,0.137674,0.288111,27.678821,57.74693,29.906577,1081.733083,-1051.826505,0.996886,36.057769,-35.060884,22.231856,0.741062,2233.012384,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.915179,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.915179,0.003,0,0.003131,0.000113,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,?,?,?,?,19
heart,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.57561,0.266112,0.420593,53.633312,84.535425,28.793911,2162.677999,-2133.884088,0.992893,74.575103,-73.58221,14.143194,0.487696,1419.944727,0.875,14,0.307692,4,0.692308,9,0.125,2,0.777778,0.875,0.823529,0.783654,0.793103,0.225796,0.774204,0.206897,0.79589,0.793103,0.790568,0.783654,0.003,0,0.00274,0.000085,8560,40181,6482,'Number of leaves: 14\nSize of the tree: 27\n',27,14,?,?,?,?,14
heart,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,21,8,0,72.413793,27.586207,0,0.434146,0.312826,0.482016,63.048426,96.880933,28.793911,2168.811957,-2140.018046,0.992893,74.786619,-73.793726,11.105738,0.382956,1114.990963,0.8125,13,0.384615,5,0.615385,8,0.1875,3,0.722222,0.8125,0.764706,0.737981,0.724138,0.296253,0.703747,0.275862,0.724486,0.724138,0.720757,0.737981,0.003,0,0.002628,0.000084,8921,40181,6482,'Number of leaves: 15\nSize of the tree: 29\n',29,15,?,?,?,?,15
heart,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,26,3,0,89.655172,10.344828,0,0.789346,0.191662,0.305431,38.628365,61.388887,28.793911,13.92756,14.866351,0.992893,0.480261,0.512633,18.76718,0.647144,1884.182406,0.9375,15,0.153846,2,0.846154,11,0.0625,1,0.882353,0.9375,0.909091,0.911058,0.896552,0.112898,0.887102,0.103448,0.897735,0.896552,0.89605,0.911058,0.002,0.001,0.002647,0.000082,8199,40181,6482,'Number of leaves: 13\nSize of the tree: 25\n',25,13,?,?,?,?,13
heart,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,21,9,0,70,30,0,0.38914,0.332512,0.530146,66.850396,106.258753,29.906577,5385.931645,-5356.025068,0.996886,179.531055,-178.534169,10.340692,0.34469,1038.639892,0.8125,13,0.428571,6,0.571429,8,0.1875,3,0.684211,0.8125,0.742857,0.654018,0.7,0.316071,0.683929,0.3,0.704306,0.7,0.694857,0.654018,0.003,0,0.00278,0.000104,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,?,?,?,?,21
heart,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,24,6,0,80,20,0,0.590909,0.239159,0.401502,48.082031,80.474271,29.906577,1091.130925,-1061.224347,0.996886,36.371031,-35.374145,16.024827,0.534161,1609.56588,0.9375,15,0.357143,5,0.642857,9,0.0625,1,0.75,0.9375,0.833333,0.825893,0.8,0.219643,0.780357,0.2,0.82,0.8,0.794444,0.825893,0.003,0,0.002752,0.000093,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,?,?,?,?,17
heart,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,19,11,0,63.333333,36.666667,0,0.253394,0.404353,0.578096,81.293632,115.869382,29.906577,7531.405707,-7501.49913,0.996886,251.046857,-250.049971,6.085564,0.202852,611.246345,0.75,12,0.5,7,0.5,7,0.25,4,0.631579,0.75,0.685714,0.517857,0.633333,0.383333,0.616667,0.366667,0.633812,0.633333,0.627048,0.517857,0.002,0,0.002763,0.000109,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,?,?,?,?,17
heart,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,24,6,0,80,20,0,0.598214,0.253639,0.43231,50.99314,86.649034,29.906577,2165.478725,-2135.572148,0.996886,72.182624,-71.185738,15.352839,0.511761,1542.070032,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.772321,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.772321,0.003,0,0.002539,0.000088,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,?,?,?,?,17
heart,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.248425,0.460809,49.944918,92.36127,29.906577,3238.26189,-3208.355313,0.996886,107.942063,-106.945177,15.159358,0.505312,1522.636452,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.816964,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.816964,0.003,0,0.002576,0.000105,13975,40040,6623,'Number of leaves: 29\nSize of the tree: 57\n',57,29,?,?,?,?,29
heart,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.204458,0.359279,41.105482,72.011276,29.906577,2158.766743,-2128.860166,0.996886,71.958891,-70.962006,18.583212,0.61944,1866.535228,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.828125,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.828125,0.002,0.001,0.00271,0.000112,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,?,?,?,?,19
heart,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,17,13,0,56.666667,43.333333,0,0.125561,0.428257,0.586766,86.099458,117.607161,29.906577,1113.210568,-1083.303991,0.996886,37.107019,-36.110133,4.056226,0.135208,407.41553,0.625,10,0.5,7,0.5,7,0.375,6,0.588235,0.625,0.606061,0.633929,0.566667,0.441667,0.558333,0.433333,0.565008,0.566667,0.565208,0.633929,0.003,0,0.002664,0.000099,8560,40040,6623,'Number of leaves: 14\nSize of the tree: 27\n',27,14,?,?,?,?,14
heart,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.587678,0.263905,0.412897,53.188642,82.988616,28.793911,22.992989,5.800922,0.992893,0.792862,0.200032,14.210603,0.490021,1426.712377,0.75,12,0.153846,2,0.846154,11,0.25,4,0.857143,0.75,0.8,0.826923,0.793103,0.19695,0.80305,0.206897,0.801642,0.793103,0.793596,0.826923,0.002,0.001,0.002717,0.000087,9282,40181,6482,'Number of leaves: 16\nSize of the tree: 31\n',31,16,?,?,?,?,16
heart,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.599078,0.24697,0.424042,49.775503,85.228771,28.793911,1093.751202,-1064.957291,0.992893,37.715559,-36.722665,14.95652,0.515742,1501.60077,0.625,10,0,0,1,13,0.375,6,1,0.625,0.769231,0.807692,0.793103,0.168103,0.831897,0.206897,0.858439,0.793103,0.788627,0.807692,0.003,0,0.002704,0.000089,9643,40181,6482,'Number of leaves: 17\nSize of the tree: 33\n',33,17,?,?,?,?,17
heart,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.22457,0.386276,45.260862,77.63799,28.793911,1089.23072,-1060.436809,0.992893,37.55968,-36.566787,16.360333,0.564149,1642.540474,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.841346,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.841346,0.002,0,0.002548,0.000086,9282,40181,6482,'Number of leaves: 16\nSize of the tree: 31\n',31,16,?,?,?,?,16
heart,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.191667,0.368936,38.533881,73.946857,29.906577,3228.225744,-3198.319167,0.996886,107.607525,-106.610639,19.119487,0.637316,1920.399812,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.819196,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.819196,0.003,0,0.002975,0.000116,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,?,?,?,?,19
heart,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,24,6,0,80,20,0,0.598214,0.222123,0.373291,44.65706,74.819793,29.906577,1087.913366,-1058.006789,0.996886,36.263779,-35.266893,16.97482,0.565827,1704.98511,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.870536,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.870536,0.003,0,0.002808,0.000089,10726,40040,6623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,?,?,?,?,20
heart,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,24,6,0,80,20,0,0.594595,0.23534,0.404092,47.314171,80.993276,29.906577,1091.369124,-1061.462547,0.996886,36.378971,-35.382085,16.270568,0.542352,1634.248587,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.821429,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.821429,0.005,0,0.003765,0.00011,10004,40040,6623,'Number of leaves: 18\nSize of the tree: 35\n',35,18,?,?,?,?,18
heart,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,23,7,0,76.666667,23.333333,0,0.529148,0.261032,0.472277,52.479438,94.659774,29.906577,3240.769645,-3210.863068,0.996886,108.025655,-107.028769,14.577143,0.485905,1464.157561,0.8125,13,0.285714,4,0.714286,10,0.1875,3,0.764706,0.8125,0.787879,0.734375,0.766667,0.239881,0.760119,0.233333,0.766817,0.766667,0.765881,0.734375,0.003,0.001,0.003319,0.00009,10004,40040,6623,'Number of leaves: 18\nSize of the tree: 35\n',35,18,?,?,?,?,18
heart,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,26,4,0,86.666667,13.333333,0,0.736842,0.147734,0.366976,29.701421,73.553974,29.906577,4296.655109,-4266.748532,0.996886,143.221837,-142.224951,21.216191,0.707206,2130.996947,0.75,12,0,0,1,14,0.25,4,1,0.75,0.857143,0.866071,0.866667,0.116667,0.883333,0.133333,0.896296,0.866667,0.865476,0.866071,0.003,0,0.002699,0.000056,12170,40040,6623,'Number of leaves: 24\nSize of the tree: 47\n',47,24,?,?,?,?,24
heart,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,21,9,0,70,30,0,0.37788,0.308375,0.496399,61.997749,99.494589,29.906577,1101.951601,-1072.045024,0.996886,36.73172,-35.734834,11.458325,0.381944,1150.897239,0.9375,15,0.571429,8,0.428571,6,0.0625,1,0.652174,0.9375,0.769231,0.821429,0.7,0.333929,0.666071,0.3,0.747826,0.7,0.676923,0.821429,0.002,0,0.002439,0.000027,10726,40040,6623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,?,?,?,?,20
heart,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,25,5,0,83.333333,16.666667,0,0.663677,0.243838,0.397305,49.022764,79.633005,29.906577,3230.884323,-3200.977746,0.996886,107.696144,-106.699258,16.178296,0.539277,1624.98064,0.875,14,0.214286,3,0.785714,11,0.125,2,0.823529,0.875,0.848485,0.796875,0.833333,0.172619,0.827381,0.166667,0.834087,0.833333,0.832772,0.796875,0.003,0,0.002578,0.000028,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,?,?,?,?,21
heart,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,24,5,0,82.758621,17.241379,0,0.653938,0.226452,0.415262,45.640231,83.464071,28.793911,3232.683794,-3203.889882,0.992893,111.471855,-110.478961,16.298425,0.562015,1636.32504,0.8125,13,0.153846,2,0.846154,11,0.1875,3,0.866667,0.8125,0.83871,0.766827,0.827586,0.168932,0.831068,0.172414,0.830378,0.827586,0.827998,0.766827,0.003,0,0.00242,0.000026,10365,40181,6482,'Number of leaves: 19\nSize of the tree: 37\n',37,19,?,?,?,?,19
heart,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,22,7,0,75.862069,24.137931,0,0.508475,0.306765,0.485425,61.826698,97.566171,28.793911,4309.743682,-4280.949771,0.992893,148.611851,-147.618958,11.671202,0.402455,1171.762289,0.8125,13,0.307692,4,0.692308,9,0.1875,3,0.764706,0.8125,0.787879,0.649038,0.758621,0.253813,0.746187,0.241379,0.758114,0.758621,0.75745,0.649038,0.003,0,0.002202,0.000025,11448,40181,6482,'Number of leaves: 22\nSize of the tree: 43\n',43,22,?,?,?,?,22
heart,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,23,6,0,79.310345,20.689655,0,0.57561,0.248181,0.443175,50.019532,89.074191,28.793911,3236.248429,-3207.454517,0.992893,111.594773,-110.60188,14.926107,0.514693,1498.547417,0.875,14,0.307692,4,0.692308,9,0.125,2,0.777778,0.875,0.823529,0.733173,0.793103,0.225796,0.774204,0.206897,0.79589,0.793103,0.790568,0.733173,0.003,0,0.002439,0.000027,11809,40181,6482,'Number of leaves: 23\nSize of the tree: 45\n',45,23,?,?,?,?,23
heart,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.473684,0.289393,0.472941,58.181435,94.792962,29.906577,3238.548643,-3208.642066,0.996886,107.951621,-106.954736,12.890166,0.429672,1294.714278,0.625,10,0.142857,2,0.857143,12,0.375,6,0.833333,0.625,0.714286,0.763393,0.733333,0.25119,0.74881,0.266667,0.755556,0.733333,0.730952,0.763393,0.002,0,0.002595,0.00003,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,?,?,?,?,21
heart,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,24,6,0,80,20,0,0.594595,0.239539,0.407893,48.158402,81.755207,29.906577,23.185946,6.720631,0.996886,0.772865,0.224021,16.049877,0.534996,1612.081975,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.848214,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.848214,0.003,0,0.002446,0.000025,8921,40040,6623,'Number of leaves: 15\nSize of the tree: 29\n',29,15,?,?,?,?,15
heart,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.454545,0.311414,0.513913,62.608673,103.005066,29.906577,7523.053107,-7493.14653,0.996886,250.768437,-249.771551,11.754346,0.391812,1180.630205,0.875,14,0.428571,6,0.571429,8,0.125,2,0.7,0.875,0.777778,0.607143,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.607143,0.003,0,0.002516,0.000038,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,?,?,?,?,21
heart,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,26,4,0,86.666667,13.333333,0,0.734513,0.193302,0.363274,38.862662,72.81202,29.906577,2158.858718,-2128.952141,0.996886,71.961957,-70.965071,19.113405,0.637114,1919.788902,0.8125,13,0.071429,1,0.928571,13,0.1875,3,0.928571,0.8125,0.866667,0.834821,0.866667,0.125595,0.874405,0.133333,0.874405,0.866667,0.866667,0.834821,0.002,0,0.002449,0.000026,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,?,?,?,?,17
heart,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.464286,0.33652,0.502766,67.656143,100.77073,29.906577,4314.265958,-4284.359381,0.996886,143.808865,-142.811979,10.505269,0.350176,1055.170392,0.75,12,0.285714,4,0.714286,10,0.25,4,0.75,0.75,0.75,0.660714,0.733333,0.269048,0.730952,0.266667,0.733333,0.733333,0.733333,0.660714,0.002,0,0.00259,0.000028,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,?,?,?,?,17
heart,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.282908,0.482792,56.877658,96.767325,29.906577,1103.329285,-1073.422708,0.996886,36.777643,-35.780757,13.122748,0.437425,1318.075244,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.758929,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.758929,0.003,0,0.002401,0.000028,12170,40040,6623,'Number of leaves: 24\nSize of the tree: 47\n',47,24,?,?,?,?,24
heart,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,267,30,22,8,0,73.333333,26.666667,0,0.464286,0.275635,0.443262,55.415354,88.84428,29.906577,2166.697284,-2136.790707,0.996886,72.223243,-71.226357,13.633446,0.454448,1369.37076,0.75,12,0.285714,4,0.714286,10,0.25,4,0.75,0.75,0.75,0.770089,0.733333,0.269048,0.730952,0.266667,0.733333,0.733333,0.733333,0.770089,0.003,0,0.002615,0.000026,10726,40040,6623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,?,?,?,?,20
heart,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.233133,0.389364,46.986645,78.258679,28.793911,1089.826845,-1061.032934,0.992893,37.580236,-36.587343,15.96291,0.550445,1602.640062,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.802885,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.802885,0.002,0,0.002243,0.000025,10004,40181,6482,'Number of leaves: 18\nSize of the tree: 35\n',35,18,?,?,?,?,18
heart,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,25,4,0,86.206897,13.793103,0,0.721154,0.202954,0.362772,40.90431,72.91394,28.793911,1088.460634,-1059.666723,0.992893,37.533125,-36.540232,17.81661,0.614366,1788.747387,0.875,14,0.153846,2,0.846154,11,0.125,2,0.875,0.875,0.875,0.850962,0.862069,0.140915,0.859085,0.137931,0.862069,0.862069,0.862069,0.850962,0.002,0,0.002495,0.000026,9643,40181,6482,'Number of leaves: 17\nSize of the tree: 33\n',33,17,?,?,?,?,17
heart,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1027,268,29,24,5,0,82.758621,17.241379,0,0.643735,0.236499,0.401792,47.665099,80.756628,28.793911,2160.675894,-2131.881983,0.992893,74.506065,-73.513172,15.78289,0.544238,1584.566438,0.9375,15,0.307692,4,0.692308,9,0.0625,1,0.789474,0.9375,0.857143,0.802885,0.827586,0.197779,0.802221,0.172414,0.83902,0.827586,0.823731,0.802885,0.002,0,0.002544,0.000026,11809,40181,6482,'Number of leaves: 23\nSize of the tree: 45\n',45,23,?,?,?,?,23
